name,author,narrator,time,releasedate,language,stars,price,ratings
The Magnificent Cyborg,HoneyPhillips,"JasonClarke,JillRedfield",357.0,2021-01-19,English,0.0,1005.0,0.0
So Not My Type,AmeliaKingston,"TeddyHamilton,ElizabethHart",358.0,2022-02-15,English,0.0,586.0,0.0
El alquimista impaciente,LorenzoSilva,"FernandoCoronado,IsabelTorrevejano",136.0,2021-11-18,spanish,0.0,192.0,0.0
Lincoln on Leadership,DonaldT.Phillips,DonaldT.Phillips,357.0,2022-01-18,English,0.0,500.0,0.0
Literatuurgeschiedenis,JoepLeerssen,JoepLeerssen,474.0,2016-03-31,dutch,0.0,1340.0,0.0
When Truth Is All You Have,"JimMcCloskey,PhilipLerman,JohnGrisham-foreword",JimFrangione,619.0,2020-07-14,English,5.0,1005.0,1.0
Das Feuer brennt,FrankfurterAllgemeineArchiv,"ThomasStecher,ChristianGeisler",137.0,2021-03-03,german,0.0,468.0,0.0
Over Time,FrankDeford,FrankDeford,746.0,2013-11-19,English,0.0,836.0,0.0
Definitely Dead,KateBendelow,AnnabelleIndge,546.0,2022-01-02,English,0.0,759.0,0.0
The Joy of Selling,SteveChandler,SteveChandler,232.0,2004-05-02,English,0.0,585.0,0.0
Mr Wilder and Me,JonathanCoe,KristinAtherton,490.0,2020-05-11,English,0.0,888.0,0.0
Religion for Atheists,AlaindeBotton,KrisDyer,302.0,2012-03-02,English,2.5,398.0,2.0
There's a Hole in My Bucket,RoydTolkien,DrewCullingham,633.0,2021-01-08,English,0.0,1008.0,0.0
About Amphibians: Sobre los Anfibios,CathrynSill,AlmaCuervo,25.0,2018-08-21,English,0.0,82.0,0.0
"That Thin, Wild Mercury Sound",DarylSanders,GrahamHalstead,471.0,2018-02-10,English,0.0,586.0,0.0
A Gut Feeling,HeatherAnneWise,RachelFulginiti,470.0,2018-08-09,English,0.0,468.0,0.0
Long Walk to Freedom,"NelsonMandela,SharonGelman-contributor",MichaelBoatman,1630.0,2018-08-28,English,5.0,500.0,6.0
The Art of Money Getting,P.T.Barnum,JimRoberts,87.0,2009-03-17,English,5.0,46.0,1.0
Everyday Yoga,Yogeswar,AnujDatta,735.0,2021-03-12,English,0.0,879.0,0.0
Tepperwein & Friends - Ohne Rauchen gesund & glücklich sein,RicardoM.,RicardoM.,35.0,2013-12-09,german,0.0,166.0,0.0
Дениска на Севером полюсе [Deniska at the North Pole],ГеннадийКораблев,ВладимирАбрамов,38.0,2021-11-10,russian,0.0,47.0,0.0
Mysteries of the Dark Moon,DemetraGeorge,SierraKline,746.0,2021-01-26,English,0.0,703.0,0.0
The Progress Principle,"TeresaAmabile,StevenKramer",SharonWilliams,416.0,2012-04-16,English,4.5,670.0,3.0
Das Feuerschiff,SiegfriedLenz,VolkerLechtenbrink,262.0,2021-12-14,german,0.0,166.0,0.0
Angel and the Frog,LeoBooth,JoelRichards,277.0,2013-03-25,English,0.0,501.0,0.0
A Boy's Own Story,EdmundWhite,GeorgeBackman,537.0,2014-07-16,English,0.0,668.0,0.0
Когда: Научно обоснованные секреты идеального тайминга,SmartReading,ТатьянаМаерс,42.0,2020-04-09,russian,0.0,132.0,0.0
Koma,AlexGarland,EmilGemmerSchultz,153.0,2021-06-30,danish,0.0,267.0,0.0
第721回 新刊ラジオ第2部プレミアム　,"矢島雅弘,石橋遊","矢島雅弘,石橋遊",16.0,2018-05-15,japanese,0.0,139.0,0.0
The Beginning,M.J.Thomas,AdamVerner,83.0,2018-06-09,English,0.0,586.0,0.0
宇宙のパワーと自由にアクセスする方法,"ディーパックチョプラ,渡邊愛子（解説）","後藤敦,きっかわ佳代",348.0,2020-07-02,japanese,0.0,837.0,0.0
El fiscal de hierro,JavierCoelloTrejo,JavierCoelloTrejo,747.0,2021-09-30,spanish,0.0,844.0,0.0
Carmilla: A Vampyre Tale,J.SheridanLeFanu,MeganFollows,180.0,2010-04-27,English,4.5,501.0,3.0
Bengal Tigers,LynA.Sirota,anonymous,1.0,2022-08-03,English,0.0,82.0,0.0
Money Loves Speed,JoeVitale,JoeVitale,171.0,2021-03-23,English,5.0,1003.0,1.0
Te lo diré bajito... Qué bueno que viniste,LaeSánchez,SaraPereda,156.0,2022-03-24,spanish,0.0,192.0,0.0
Our Noise,"JohnCook,MacMcCaughan,LauraBallance",RayPorter,540.0,2009-10-19,English,0.0,655.0,0.0
Glad Ghosts,D.H.Lawrence,PaulMetcalfe,86.0,2022-02-03,English,0.0,188.0,0.0
The Shotgun Wedding,"WilliamW.Johnstone,J.A.Johnstone",J.RodneyTurner,684.0,2021-02-16,English,0.0,586.0,0.0
塔上の奇術師,江戸川乱歩,"楠木華子,豊岡聡仁,安田愛実,",249.0,2022-01-31,japanese,0.0,697.0,0.0
Adventures with the Bunnies: The Audio Collection,MarthaMumford,SarahOvens,422.25771428571426,2021-10-06,English,0.0,759.0,0.0
Fortuna Sworn,K.J.Sutton,EmmaLysy,674.0,2020-10-27,English,3.0,1172.0,2.0
After the Tears,"LorieDwinell,JaneMiddleton-Moz",LucindaGainey,529.0,2013-03-25,English,0.0,602.0,0.0
İngilizce Öğrenin,ThomasRike,ThomasRike,73.0,2021-03-31,turkish,0.0,300.0,0.0
¡A Las Armas! (Spanish Edition),QuiquePeinado,AlfonsoVillaAcuña,84.0,2020-01-16,spanish,0.0,268.0,0.0
Далекий берег,ДженниКолган,АллаЧовжик,138.0,2021-12-30,russian,0.0,32.0,0.0
KRYPTOWÄHRUNGEN - Das 1x1 der Investments in Bitcoin & Altcoins,WilliamLakefield,MarioKunze,183.0,2021-04-22,german,0.0,501.0,0.0
The Hospital,BrianAlexander,NickLandrum,891.0,2021-09-03,English,0.0,221.0,0.0
The Girl from the Fiction Department,HilarySpurling,SophieAldred,274.0,2018-10-30,English,0.0,417.0,0.0
Sins of a Saint,SherelleGreen,"SeanCrisden,WesleighSiobhan",230.0,2021-06-07,English,0.0,469.0,0.0
La contagion du cœur,LaurencedelaBaume,ChristineBraconnier,426.0,2021-04-15,french,0.0,566.0,0.0
My Man Jeeves,P.G.Wodehouse,JordanGaither,272.0,2010-10-22,English,2.0,515.0,1.0
A Little Badness,JosephineCox,SherryBaines,949.0,2022-04-02,English,0.0,1063.0,0.0
Back and Neck Health,MohamedByden,GrahamWinton,347.0,2021-02-02,English,0.0,703.0,0.0
Minecraft: The Island (Narrated by Jack Black),MaxBrooks,JackBlack,377.0,2017-07-19,English,5.0,683.0,11.0
The Art of Letting Go,"RaniaNaim,SkylaChild,MarisaBagnato,",TanyaEby,96.0,2020-11-02,English,4.5,351.0,9.0
The Untold Story of the Talking Book,MatthewRubery,JimDenison,691.0,2016-11-14,English,0.0,836.0,0.0
Con passo lieve,PaolaMaugeri,PaolaMaugeri,346.0,2022-03-18,italian,0.0,267.0,0.0
The Force of Truth,ThomasScott,DavidK.Martin,349.0,2021-10-17,English,0.0,478.0,0.0
"Learning About Folktales, Fables, and Fairy Tales","GailSaunders-Smith,KellyBoswell,MarthaE.H.Rustad",Anonymous,6.0,2022-02-23,English,0.0,82.0,0.0
War of the Bastards,AndrewShvarts,BrittanyPressley,718.0,2019-04-06,English,0.0,585.0,0.0
Ce cochon de Morin,GuydeMaupassant,FabienneProst,25.0,2021-08-11,french,0.0,112.0,0.0
Advent,JKCooper,KateReading,471.0,2019-09-04,English,0.0,668.0,0.0
The Wild Places,RobertMacfarlane,SimonBubb,582.0,2020-10-22,English,0.0,770.0,0.0
Imagine,MattKoceich,TimGregory,732.0,2022-01-04,English,0.0,703.0,0.0
The Holy Qur'an - A Modern English Reading - Selected Chapters,NoorboxProductions,KevanBrighting,77.0,2008-06-05,English,0.0,159.0,0.0
El arte de la guerra completo [The Complete Art of War],"SunTzu,SunPin,AlejandroBarcenas",HectorVelasco,157.0,2021-10-14,spanish,0.0,377.0,0.0
The Stone Frigate,KateArmstrong,KateArmstrong,466.0,2020-05-29,English,0.0,669.0,0.0
Before I Let Go,MariekeNijkamp,"SandyRustin,JenniferO'Donnell",355.0,2018-01-23,English,0.0,820.0,0.0
Master - Roger Federer,ChristopherClarey,AlfonsoMendiguchía,941.0,2022-01-19,spanish,0.0,959.0,0.0
Unsouled,NealShusterman,LukeDaniels,775.0,2014-10-06,English,0.0,836.0,0.0
Die Meckerpause,AnnemarieNorden,CathrinBürger,55.0,2021-12-23,german,0.0,233.0,0.0
Vietnam: A Tale of Two Tours,JamesC.MooneyJr.,DaviddeVries,622.0,2019-01-29,English,0.0,836.0,0.0
Leichter zur Alkohol-Abstinenz,"AbbasSchirmohammadi,DorotheaBrückl","AbbasSchirmohammadi,DorotheaBrückl",52.0,2018-12-13,german,0.0,233.0,0.0
How to Start Your Virtual Assistant Business,ConnieZabala,ConnieZabala,143.0,2022-03-17,English,0.0,633.0,0.0
Molly Brown's Freshman Days,NellSpeed,DebbieR.BakerRobinson,298.0,2021-12-22,English,0.0,300.0,0.0
Peligro,"RobertCosta,BobWoodward,JorgeRizzo-traductor,",CarlesSianes,942.0,2022-01-19,spanish,0.0,614.0,0.0
Москва и москвичи,ВладимирГиляровский,ВладимирСамойлов,879.0,2020-07-07,russian,0.0,166.0,0.0
A Touch of Darkness,ScarlettSt.Clair,MegSylvan,666.0,2020-06-30,English,4.5,586.0,13.0
"Масштаб: Универсальные законы роста, инновации, устойчивости и темпа жизни",SmartReading,ДмитрийЕвстратов,26.0,2020-04-09,russian,0.0,132.0,0.0
The Ambition Decisions,"HanaSchank,ElizabethWallace","BarbaraHeller,HanaSchank,ElizabethWallace",422.25771428571426,2018-06-19,English,5.0,1005.0,1.0
Killing Jesus,StephenMansfield,JohnMcLain,276.0,2013-12-29,English,0.0,569.0,0.0
"Yoga, Tee, LSD",AndreaJungaberle,SusanneGrawe,613.0,2020-12-30,german,0.0,602.0,0.0
Антихрупкость. Как извлечь выгоду из хаоса,SmartReading,ОльгаГанкова,30.0,2020-07-31,russian,0.0,132.0,0.0
Gamification Marketing for Dummies,ZarrarChishti,GaryTiedemann,585.0,2020-12-22,English,0.0,586.0,0.0
Protector for Hire,TawnaFenske,ArielleDeLisle,390.0,2017-06-22,English,5.0,670.0,1.0
Pimpa e la sorpresa di Natale,Altan,FrancescaVettori,14.0,2021-07-10,italian,0.0,36.0,0.0
"33 Żydów, którzy wpłynęli na losy świata",PrzemysławSłowiński,ElżbietaKijowska,884.0,2019-06-27,polish,0.0,334.0,0.0
La llamada de Cthulhu,H.P.Lovecraft,BenjamínFigueres,120.0,2022-01-27,spanish,0.0,192.0,0.0
Grant Takes Command,BruceCatton,KevinT.Collins,1521.0,2016-04-05,English,0.0,1338.0,0.0
音声配信の稼ぎ方・stand.fm（スタンドエフエム）収益化の全てがこれで丸わかり！,相川正樹,福岡真延,57.0,2021-02-25,japanese,0.0,279.0,0.0
The Temple and the Tabernacle,J.DanielHays,BobSouer,354.0,2021-04-20,English,0.0,586.0,0.0
Footloose,ParamountPictures,DavidLedoux,327.0,2011-10-14,English,0.0,602.0,0.0
Històries per a nenes i nens extraordinaris,"AmandaLi,NúriaCurraniValls-traductor",HelenaRoura,154.0,2022-07-01,catalan,0.0,384.0,0.0
Gesprekken over de liefde,NatashaLunn,JulikaMarijn,499.0,2021-11-17,dutch,0.0,502.0,0.0
War Women,MartinLimon,TimothyAndresPabon,355.0,2021-11-16,English,0.0,703.0,0.0
Henry Ford and the Building of Modern Capitalism,JeffWebb,JeffWebb,231.0,2021-12-10,English,0.0,421.0,0.0
A csudálatos Mary visszatér,P.L.Travers,PolyákLilla,390.0,2022-05-01,hungarian,0.0,468.0,0.0
"Mastering the Trade, Third Edition",JohnCarter,ScottR.Pollak,1153.0,2020-04-20,English,5.0,836.0,24.0
高橋御山人の百社巡礼／其之八拾九　福井・勝山　武装する巨大宗教都市,高橋御山人,"高橋御山人,盛池雄峰",31.0,2016-01-08,japanese,0.0,279.0,0.0
Land of Seven Rivers,SanjeevSanyal,VikrantChaturvedi,621.0,2020-03-24,English,4.5,879.0,188.0
Sternensturz,ChristianMontillon,RenierBaaken,235.0,2021-12-30,german,0.0,267.0,0.0
Rachel Saint: A Star in the Jungle,"JanetBenge,GeoffBenge",RebeccaGallagher,337.0,2016-01-04,English,5.0,703.0,1.0
Constitución Política de los Estados Unidos Mexicanos,CongresoConstituyentedeMéxico,SergioBustos,1408.0,2021-10-06,spanish,0.0,703.0,0.0
The Words That Made Us,AkhilReedAmar,FajerAl-Kaisi,1626.0,2021-04-06,English,0.0,500.0,0.0
Philanthrocapitalism,"MatthewBishop,MichaelGreen",SeanRunnette,715.0,2009-11-30,English,0.0,735.0,0.0
I Just Wanna Make Love to You,BillBrown,BillBrown,40.0,2021-06-08,English,0.0,121.0,0.0
A Fool's Errand,LonnieG.BunchIII,JDJackson,769.0,2020-01-28,English,0.0,703.0,0.0
Atrévete a hacer las cosas a tu manera,IolandaBatalléPrats,IolandaBatalléPrats,422.25771428571426,2021-04-13,spanish,0.0,729.0,0.0
John Quincy Adams,RobertV.Remini,IraClaffey,362.0,2003-06-13,English,0.0,134.0,0.0
Der Mann der Menge,EdgarAllanPoe,JulianMill,422.25771428571426,2022-04-01,german,0.0,65.0,0.0
Als ich das Ofenhückerl war,PeterRosegger,PeterMatzer,19.0,2022-04-01,german,0.0,32.0,0.0
"Technik, Tüfler und Talente",VerenaNeuhausen,"VerenaNeuhausen,MichaelResch,ThomasGraf",15.0,2013-08-16,german,0.0,65.0,0.0
Alberto Juantorena. Un uomo chiamato caballo,"FlavioStroppini,G.SergioFerrentino","AlessandroCastellucci,NicolaStravalaci",9.0,2015-12-17,italian,0.0,36.0,0.0
Jan får travlt igen,"KnudMeister,CarloAndersen",MikkelSchou,114.0,2021-11-26,danish,0.0,233.0,0.0
Think Like a Marketer,KateColbert,VanessaDaniels,391.0,2019-09-18,English,4.0,586.0,1.0
Uganda - Culture Smart!,IanClarke,CharlesArmstrong,197.0,2021-04-03,English,0.0,1172.0,0.0
The Animal Fair and Other Stories,BBCAudio,PhilipHawthorn,72.0,2008-04-22,English,0.0,342.0,0.0
The Self-Esteem Regime,"ClarissaBurt,GaryM.Krebs-contributor,SharonLechter-foreword",ClarissaBurt,339.0,2021-11-23,English,0.0,586.0,0.0
Beende das Rauchen,GeorgeLiving,MatthiasBenz,60.0,2007-09-13,german,0.0,267.0,0.0
La Fontaine,LéonLevrault,GuillaumeDeLouvencourt,66.0,2018-09-10,french,0.0,149.0,0.0
Just Don't Fall: International Edition,JoshSundquist,JoshSundquist,640.0,2020-10-29,English,0.0,938.0,0.0
To Catch a Ghost,"MichaelDahl,LisaK.Weber",anonymous,55.0,2022-03-24,English,0.0,199.0,0.0
Backstage,MonikaGruber,MonikaGruber,106.0,2021-10-28,german,0.0,334.0,0.0
Le Rossignol et l'empereur de Chine,HansChristianAndersen,JulietteLancrenon,24.0,2011-10-10,french,0.0,299.0,0.0
Nietzsche y el Cristianismo,KarlJaspers,JordiVarela,162.0,2022-02-23,spanish,0.0,434.0,0.0
Joy at Work,"MarieKondo,ScottSonenshein","DanWoren,BrittanyIshibashi",319.0,2020-07-04,English,4.0,323.0,7.0
The First Girl Child,AmyHarmon,RobShapiro,872.0,2019-08-20,English,5.0,1005.0,1.0
Prends-moi vite [Take Me Fast],VanessaVale,MurielRedoute,218.0,2021-02-23,french,0.0,632.0,0.0
White Working Class,JoanC.Williams,LiisaIvary,208.0,2017-06-27,English,0.0,585.0,0.0
Das Geheimnis der schwedischen Briefe,TanjaBern,Anna-LenaZühlke,602.0,2020-11-13,german,0.0,468.0,0.0
Seefunk LRC - Allgemeines Funkbetriebszeugnis,RudiSinger,MartinSchülke,34.0,2013-01-20,german,0.0,401.0,0.0
How We Show Up,MiaBirdsong,MiaBirdsong,406.0,2020-02-06,English,4.0,500.0,1.0
The Marriage Maker,"TarahScott,SummerHanford,ErinRye,",RJBayley,795.0,2019-07-19,English,0.0,937.0,0.0
Veerappan,K.VijayKumar,VivekMadan,559.0,2017-01-12,English,5.0,431.0,43.0
Dorothy the Brave,MeghanP.Browne,KristenDiMercurio,16.0,2022-03-29,English,0.0,251.0,0.0
Finale,SkyeWarren,"WillWatt,CJBloom",186.0,2021-01-06,English,0.0,680.0,0.0
Fuldmånemøde,MichèleSimonsen,MikkelBayMortensen,45.0,2017-03-03,danish,0.0,133.0,0.0
Un indovino mi disse,TizianoTerzani,EdoardoSiravo,1058.0,2018-12-21,italian,0.0,420.0,0.0
Longe do mar [Far from the Sea],PauloMoura,AxelAxel,199.0,2018-09-04,portuguese,0.0,537.0,0.0
The Last Stand of the Tin Can Sailors,JamesD.Hornfischer,BarrettWhitener,422.25771428571426,2004-12-02,English,0.0,1254.0,0.0
Simone Signoret ou la Mémoire partagée,CatherineDavid,CatherineDavid,149.0,2017-11-04,french,0.0,643.0,0.0
Собака по щучьему велению,ВладимирСотников,ВладимирЛевашев,259.0,2022-03-22,russian,0.0,132.0,0.0
101 Essays That Will Change the Way You Think,BriannaWiest,AbbyCraden,645.0,2018-08-21,English,5.0,586.0,18.0
Romeo & Juliet,WilliamShakespeare,"ClaireBloom,AlanBandel",150.0,2009-11-05,English,0.0,398.0,0.0
One Sees or Understands Only When the Mind Is Quiet,JidduKrishnamurti,JidduKrishnamurti,659.0,2016-02-03,English,5.0,190.0,3.0
Robin Friday. Il prodigio ribelle del calcio,SimoneCola,LorenzoVisi,38.0,2016-04-08,italian,0.0,113.0,0.0
Daughter of the House,VictoriaCornwall,EmmaPowell,631.0,2019-04-16,English,0.0,785.0,0.0
To Kill the Dead,C.S.Wilde,"CrisDukehart,TimPaige",407.0,2021-09-03,English,0.0,586.0,0.0
Peas and Queues,SandiToksvig,SandiToksvig,445.0,2014-01-05,English,0.0,596.0,0.0
The Lost Secret,"MonicaMain,JackCanfield-foreword",GwenCarroll,395.0,2019-12-11,English,5.0,820.0,2.0
The Fall of a God,HollyRenee,"MichaelGallagher,JillianMacie",579.0,2022-02-15,English,0.0,1172.0,0.0
Schism,CatherineAsaro,SuzanneWeintraub,838.0,2017-11-04,English,0.0,937.0,0.0
Widgets,RoddWagner,KennethLee,530.0,2021-07-20,English,0.0,586.0,0.0
Hungry for More,MelWells,MelWells,308.0,2018-10-07,English,5.0,680.0,1.0
Why Did I Buy That?,KirstieClements,HelenWalsh,410.0,2021-09-28,English,0.0,645.0,0.0
A Splendid Exchange,WilliamJ.Bernstein,MelFoster,1033.0,2008-09-05,English,4.5,1003.0,3.0
Mindfulness,SarahShaw,SarahShaw,398.0,2020-03-27,English,0.0,492.0,0.0
How to Bang a Billionaire,AlexisHall,JoelLeslie,660.0,2018-01-16,English,4.0,500.0,1.0
Der große Orkan,LeaSchmidbauer,AnjaStadlober,412.0,2018-10-29,german,0.0,367.0,0.0
The Kids' Guide to Magic Tricks,SteveCharney,anonymous,29.0,2022-02-21,English,0.0,93.0,0.0
Aion,C.G.Jung,DavidRintoul,646.0,2022-02-03,English,0.0,846.0,0.0
Worth Dying For,TimMarshall,RicJerom,637.0,2017-07-20,English,4.5,721.0,3.0
ど底辺ドクターが教える　医学部再受験　入る方法　出る方法,ペンネームK.K.,紫都木龍麻,66.0,2022-02-15,japanese,0.0,418.0,0.0
Hard to Hold,K.Bromberg,"ShaneEast,VanessaEdwin",585.0,2020-02-12,English,5.0,668.0,1.0
Religion and Medicine,"JeffLevin,StephenG.Post-foreword",TomParks,746.0,2020-09-22,English,0.0,703.0,0.0
ねじれたEDGE,崎谷はるひ,"野島健児,小西克幸,安元洋貴",76.0,2015-08-09,japanese,0.0,711.0,0.0
The Minimalist Way,EricaLayne,SuehylaEl-Attar,240.0,2019-07-16,English,4.5,501.0,64.0
End Game,ToniAleo,"FelicityMunroe,AidenSnow",852.0,2021-02-16,English,0.0,703.0,0.0
Stingers,RandyWayneWhite,TristanMorris,390.0,2021-11-05,English,0.0,134.0,0.0
El perfume,"PatrickSüskind,PilarGiraltGorina-translator,AnaMariadelaFuente-translator",LuisPosada,536.0,2020-10-31,spanish,0.0,652.0,0.0
How Asia Works,JoeStudwell,NigelPatterson,706.0,2017-08-15,English,5.0,1008.0,14.0
The Making of America: Volume 1,TeriKanefield,PeteCross,735.0,2022-08-03,English,0.0,1172.0,0.0
To Forgive Design,HenryPetroski,StephenHoye,810.0,2014-12-05,English,0.0,752.0,0.0
"A Joyful, Chaotic, Unpredictable, Inspiring Day in the Life of Ada Calhoun",CourtneyReimer,"CourtneyReimer,AdaCalhoun",24.0,2020-01-30,English,0.0,0.0,0.0
Fifty Shades Darker (Hindi Edition),E.L.James,RiddhiDave,1336.0,2021-07-28,Hindi,0.0,0.0,0.0
GuíaBurros: Grafología - Lo que revela tu escritura,MacarenaArnás,KeluRobles,147.0,2021-12-07,spanish,0.0,307.0,0.0
MEM,BethanyC.Morrow,SoneelaNankani,303.0,2018-05-22,English,0.0,585.0,0.0
Gustav und die rosarote Wolke Penelope 2,ChristelMariaZwillus,BarbaraFrey,100.0,2014-07-02,german,0.0,501.0,0.0
Can You Learn to Be Lucky?,KarlaStarr,ArielleSiegel,417.0,2018-08-14,English,5.0,879.0,1.0
Dark Stars,CaseyE.Berger,MeganTusing,984.0,2021-11-23,English,0.0,1340.0,0.0
Breaking the Code,BobbyDavisJr.,JayAaseng,170.0,2020-06-26,English,5.0,469.0,1.0
The Great Gatsby,F.ScottFitzgerald,TannerBuchanan,347.0,2021-11-30,English,0.0,867.0,0.0
The Searchers,GlennFrankel,JohnMcLain,812.0,2013-10-18,English,0.0,836.0,0.0
Triskele,SerenaAkeroyd,"CassandraMyles,RudySanda",632.0,2019-03-19,English,0.0,586.0,0.0
Hero Maker: 12 Weeks to Superhero Fit,DuffyGaver,SeanPatrickHopkins,197.0,2020-04-21,English,5.0,74.0,2.0
Reasonable Insanity,CynthiaFreemanGibbs,JaninaEdwards,422.25771428571426,2019-12-06,English,0.0,586.0,0.0
Permissão para sentir [Permission to Feel],MarcBrackettPhD,ReinaldoRodrigues,630.0,2022-02-16,portuguese,0.0,187.0,0.0
By Her Sight,SunnyHart,MeghanKelly,512.0,2022-03-15,English,0.0,586.0,0.0
Фиолетовая корова. Сделайте свой бизнес выдающимся!,SmartReading,ОльгаГанкова,28.0,2020-04-09,russian,0.0,132.0,0.0
Mister Dimples,"LindsayBecs,HeroClub","WenRoss,KaiKennicott",422.25771428571426,2020-09-14,English,0.0,668.0,0.0
The Midnight Line,LeeChild,JeffHarding,677.0,2017-07-11,English,4.0,957.0,16.0
Pup's Prairie Home,ShirleyRayeRedmond,anonymous,2.0,2022-02-23,English,0.0,82.0,0.0
Petit Ours Brun se déguise,NathalieSavey,DorothéePousséo,3.0,2022-02-28,french,0.0,113.0,0.0
The Soulful Journey of Recovery,TianDayton,ElizaFoss,452.0,2019-05-11,English,0.0,703.0,0.0
Das Manuskript in der Flasche,EdgarAllanPoe,ChristophHackenberg,65.0,2022-04-01,german,0.0,99.0,0.0
Binaural Beats / Brainwave Entrainment / Deep Relaxation / The Bridge to the Subconscious,LaurenceGoldman,IanBrannan,406.0,2021-04-20,English,5.0,635.0,1.0
"Sis, Don't Settle",FaithJenkins,FaithJenkins,500.0,2021-09-11,English,5.0,500.0,1.0
"Juliette et l'amour multiple, une vie érotique","Juliette,PaulineVerduzier,VictoireTuaillon","Juliette,PaulineVerduzier,VictoireTuaillon",63.0,2018-06-19,french,0.0,187.0,0.0
Dear Madam and Gentlemen [Russian Edition],AntonChekhov,"VeraTsaryova,FiodorSeleznyov",44.0,2014-07-05,russian,0.0,234.0,0.0
Marketing: More effective and efficient,HenningGlaser,HenningGlaser,159.0,2015-06-07,English,0.0,434.0,0.0
Super Immunity Guided Detox with Dr. Joel Fuhrman,Dr.JoelFuhrman,Dr.JoelFuhrman,577.0,2021-06-21,English,0.0,197.0,0.0
Essential Oils to Boost the Brain and Heal the Body,"JodiCohen,TerryWahls-foreword","JodiCohen,LeslieHoward",458.0,2021-03-16,English,0.0,879.0,0.0
Ser Bom Não É Ser Bonzinho,ClaudioThebas,SérgioMastropasqua,322.0,2021-12-30,portuguese,0.0,200.0,0.0
Oscar Wilde,MatthewSturgis,JohnPirkis,2067.0,2021-12-10,English,0.0,1759.0,0.0
Survivors,TobyNeighbors,AJJones,494.0,2021-09-11,English,0.0,586.0,0.0
Longhorn: The Hondo Kid,DustyRhodes,GeneEngene,743.0,2011-01-31,English,0.0,820.0,0.0
Banzai Babe Ruth,RobertK.Fitts,RobinBloodworth,702.0,2013-02-25,English,0.0,836.0,0.0
Taking Care of Our World,ThelmaRea,EmilioDelgado,2.0,2009-04-24,English,0.0,65.0,0.0
Flygkapare på fri fot,BrianDanChristensen,HåkanJulander,19.0,2020-02-26,swedish,0.0,32.0,0.0
Il messaggero dell'angelo,HeatherKillough-Walden,MattiaBressan,766.0,2019-08-06,italian,0.0,766.0,0.0
Happier Human,"S.J.Scott,A.Amit",ErikBloomquist,248.0,2019-06-28,English,0.0,469.0,0.0
Berøringen af hud,PiaTafdrup,PiaTafdrup,99.0,2022-03-03,danish,0.0,267.0,0.0
King Slayer,LaylaReyne,TristanJames,337.0,2019-10-15,English,5.0,585.0,1.0
Breaking the Chain,AllysonReedy,MelanieHaynes,392.0,2013-10-04,English,0.0,668.0,0.0
Christmas with the Bomb Girls,DaisyStyles,HelenLloyd,602.0,2018-01-02,English,0.0,645.0,0.0
North Korea's Hidden Revolution,JieunBaek,CarolineMcLaughlin,451.0,2016-11-15,English,4.0,891.0,1.0
Tammy Duckworth,StephanieCham,anonymous,3.0,2022-02-25,English,0.0,82.0,0.0
Ho'oponopono,StevenBailey,SimoneBedetti,24.0,2021-04-28,italian,0.0,75.0,0.0
Mujeres de Vida Apasionada y Muerte Trágica [Women of Passionate Lives and Tragic Deaths],MaríaPilarQueralt,ChloeMalaise,488.0,2019-05-28,spanish,0.0,585.0,0.0
Own Your Energy,AllaSvirinskaya,EmmaPowell,451.0,2019-07-09,English,0.0,680.0,0.0
The Wisdom of John Paul II,"PopeJohnPaulII,IntroductionbyFatherJohnWhite",KevinMcCarthy,195.0,1999-12-16,English,0.0,421.0,0.0
Und ewig grüßt das Moppel-Ich,SusanneFröhlich,SusanneFröhlich,221.0,2010-03-30,german,0.0,585.0,0.0
Epidemics and Society,FrankM.Snowden,EricJasonMartin,1414.0,2020-09-15,English,5.0,820.0,3.0
Emotional Agility,SusanDavid,ClaireGordon-Webster,448.0,2016-05-23,English,4.5,683.0,25.0
The Brewer's Tale,WilliamBostwick,ChristopherSutton,486.0,2015-02-23,English,0.0,836.0,0.0
I dieci momenti che hanno cambiato la storia della chiesa,AndreaAntonioli,AlbertoOnofrietti,1469.0,2021-09-02,italian,0.0,1342.0,0.0
Fiabe d'incantesimi,ItaloCalvino,BettaCucci,73.0,2022-02-16,italian,0.0,267.0,0.0
House of Salt and Sorrows,ErinA.Craig,EmilyLawrence,770.0,2019-06-08,English,4.5,1382.0,14.0
In Watermelon Sugar,RichardBrautigan,BronsonPinchot,142.0,2017-04-25,English,3.5,585.0,14.0
Elizabeth Cady Stanton,DawnC.Adiletta,SuzyMyers,110.0,2009-02-02,English,0.0,266.0,0.0
P'tit Loup prépare Noël,OrianneLallemand,WillProduction,3.0,2021-09-07,french,0.0,74.0,0.0
Usted S.A.,InésTemple,DanielaLanzaraAlcázar,313.0,2021-03-09,spanish,0.0,729.0,0.0
Jewish Dog,"AsherKravitz,MichalKessler-translator,ShariDashGreenspan",JoshBloomberg,389.0,2021-02-08,English,0.0,375.0,0.0
Naughty Neighbor,"LaurenRunow,JeannineColette","BrandonUtah,StephanieWyles",442.0,2021-03-23,English,0.0,586.0,0.0
Overcoming Panic and Agoraphobia,DrVijayaManicavasagar,DrVijayaManicavasagar,65.0,2012-01-04,English,0.0,417.0,0.0
Achtsamkeit für Kinder,MagicKids,TorbenSterner,238.0,2022-01-19,german,0.0,434.0,0.0
